a b   n naivell        naiveacc       avell          aveacc         bootll        bootacc        owall          owaacc
1 128 1 0.144467105333 0.964446618353 0.144467105333 0.964446618353 0.14708548864 0.963821065171 0.144116983807 0.964446618353
1 128 2 0.166770354638 0.962491764659 0.157223963406 0.964559750311 0.165252336915 0.963834374813 0.140408758939 0.96461631629
1 128 4 0.143989183485 0.964371751615 0.139091839386 0.964649590396 0.139268280335 0.964636280754 0.138553012897 0.964622971111
1 128 8 0.143961754246 0.964325167868 0.138436088302 0.964669554859 0.138279426302 0.964662900038 0.137913211073 0.964666227448
1 128 16 0.143893165233 0.964297716731 0.138045477888 0.964649590396 0.137682508908 0.964656245217 0.137520570105 0.964632953343
1 128 32 0.143805534722 0.964314873691 0.137783678721 0.964632953343 0.137384423634 0.964629625933 0.137287752116 0.964636280754
1 128 64 0.143853319591 0.96432204842 0.137741464098 0.964639608164 0.137300094297 0.96461631629 0.137224740477 0.964652917806
1 128 128 0.143828523378 0.964330314956 0.137669982263 0.964629625933 0.137198363008 0.964629625933 0.137171037557 0.964659572627
